class_id,name,grade_level_id,teacher_id,classroom_id,period_id,term_id,school_year_id,created_at,updated_at
805,Homeroom Grade 3,3,7,1,11,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
806,Homeroom Grade 3,3,7,1,11,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
807,Homeroom Grade 3,3,7,1,11,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
808,Homeroom Grade 3,3,7,1,11,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
809,Math Grade 3,3,7,1,22,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
810,Math Grade 3,3,7,1,22,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
811,Math Grade 3,3,7,1,22,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
812,Math Grade 3,3,7,1,22,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
813,Reading Grade 3,3,7,1,33,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
814,Reading Grade 3,3,7,1,33,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
815,Reading Grade 3,3,7,1,33,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
816,Reading Grade 3,3,7,1,33,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
817,Science Grade 3,3,7,1,44,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
818,Science Grade 3,3,7,1,44,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
819,Science Grade 3,3,7,1,44,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
820,Science Grade 3,3,7,1,44,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
821,Social Studies Grade 3,3,7,1,55,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
822,Social Studies Grade 3,3,7,1,55,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
823,Social Studies Grade 3,3,7,1,55,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
824,Social Studies Grade 3,3,7,1,55,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
825,Recess Grade 3,3,7,1,30,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
826,Recess Grade 3,3,7,1,30,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
827,Recess Grade 3,3,7,1,30,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
828,Recess Grade 3,3,7,1,30,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
829,Study Hall Grade 3,3,7,1,50,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
830,Study Hall Grade 3,3,7,1,50,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
831,Study Hall Grade 3,3,7,1,50,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
832,Study Hall Grade 3,3,7,1,50,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
833,Homeroom Grade 4,4,10,7,11,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
834,Homeroom Grade 4,4,10,7,11,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
835,Homeroom Grade 4,4,10,7,11,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
836,Homeroom Grade 4,4,10,7,11,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
837,Math Grade 4,4,10,7,22,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
838,Math Grade 4,4,10,7,22,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
839,Math Grade 4,4,10,7,22,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
840,Math Grade 4,4,10,7,22,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
841,Reading Grade 4,4,10,7,33,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
842,Reading Grade 4,4,10,7,33,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
843,Reading Grade 4,4,10,7,33,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
844,Reading Grade 4,4,10,7,33,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
845,Science Grade 4,4,10,7,44,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
846,Science Grade 4,4,10,7,44,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
847,Science Grade 4,4,10,7,44,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
848,Science Grade 4,4,10,7,44,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
849,Social Studies Grade 4,4,10,7,55,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
850,Social Studies Grade 4,4,10,7,55,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
851,Social Studies Grade 4,4,10,7,55,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
852,Social Studies Grade 4,4,10,7,55,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
853,Recess Grade 4,4,10,7,30,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
854,Recess Grade 4,4,10,7,30,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
855,Recess Grade 4,4,10,7,30,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
856,Recess Grade 4,4,10,7,30,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
857,Study Hall Grade 4,4,10,7,50,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
858,Study Hall Grade 4,4,10,7,50,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
859,Study Hall Grade 4,4,10,7,50,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
860,Study Hall Grade 4,4,10,7,50,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
861,Math Grade 5,5,15,9,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
862,Math Grade 5,5,15,9,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
863,Math Grade 5,5,15,9,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
864,Math Grade 5,5,15,9,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
865,ELA Grade 5,5,15,13,2,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
866,ELA Grade 5,5,15,13,2,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
867,ELA Grade 5,5,15,13,2,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
868,ELA Grade 5,5,15,13,2,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
869,Science Grade 5,5,17,9,2,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
870,Science Grade 5,5,17,9,2,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
871,Science Grade 5,5,17,9,2,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
872,Science Grade 5,5,17,9,2,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
873,Social Studies Grade 5,5,5,13,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
874,Social Studies Grade 5,5,5,13,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
875,Social Studies Grade 5,5,5,13,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
876,Social Studies Grade 5,5,5,13,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
877,Art Grade 5,5,5,9,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
878,Art Grade 5,5,5,9,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
879,Art Grade 5,5,5,9,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
880,Art Grade 5,5,5,9,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
881,PE Grade 5,5,2,13,6,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
882,PE Grade 5,5,2,13,6,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
883,PE Grade 5,5,2,13,6,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
884,PE Grade 5,5,2,13,6,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
885,Technology Grade 5,5,15,9,7,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
886,Technology Grade 5,5,15,9,7,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
887,Technology Grade 5,5,15,9,7,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
888,Technology Grade 5,5,15,9,7,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
889,Math Grade 6,6,15,13,6,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
890,Math Grade 6,6,15,13,6,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
891,Math Grade 6,6,15,13,6,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
892,Math Grade 6,6,15,13,6,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
893,ELA Grade 6,6,19,9,2,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
894,ELA Grade 6,6,19,9,2,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
895,ELA Grade 6,6,19,9,2,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
896,ELA Grade 6,6,19,9,2,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
897,Science Grade 6,6,17,13,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
898,Science Grade 6,6,17,13,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
899,Science Grade 6,6,17,13,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
900,Science Grade 6,6,17,13,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
901,Social Studies Grade 6,6,19,9,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
902,Social Studies Grade 6,6,19,9,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
903,Social Studies Grade 6,6,19,9,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
904,Social Studies Grade 6,6,19,9,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
905,Art Grade 6,6,5,13,3,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
906,Art Grade 6,6,5,13,3,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
907,Art Grade 6,6,5,13,3,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
908,Art Grade 6,6,5,13,3,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
909,PE Grade 6,6,2,9,1,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
910,PE Grade 6,6,2,9,1,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
911,PE Grade 6,6,2,9,1,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
912,PE Grade 6,6,2,9,1,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
913,Technology Grade 6,6,15,13,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
914,Technology Grade 6,6,15,13,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
915,Technology Grade 6,6,15,13,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
916,Technology Grade 6,6,15,13,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
917,Math Grade 7,7,8,9,1,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
918,Math Grade 7,7,8,9,1,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
919,Math Grade 7,7,8,9,1,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
920,Math Grade 7,7,8,9,1,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
921,ELA Grade 7,7,23,13,2,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
922,ELA Grade 7,7,23,13,2,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
923,ELA Grade 7,7,23,13,2,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
924,ELA Grade 7,7,23,13,2,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
925,Science Grade 7,7,17,9,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
926,Science Grade 7,7,17,9,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
927,Science Grade 7,7,17,9,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
928,Science Grade 7,7,17,9,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
929,Social Studies Grade 7,7,5,13,6,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
930,Social Studies Grade 7,7,5,13,6,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
931,Social Studies Grade 7,7,5,13,6,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
932,Social Studies Grade 7,7,5,13,6,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
933,Art Grade 7,7,5,9,7,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
934,Art Grade 7,7,5,9,7,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
935,Art Grade 7,7,5,9,7,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
936,Art Grade 7,7,5,9,7,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
937,PE Grade 7,7,2,13,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
938,PE Grade 7,7,2,13,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
939,PE Grade 7,7,2,13,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
940,PE Grade 7,7,2,13,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
941,Technology Grade 7,7,2,9,7,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
942,Technology Grade 7,7,2,9,7,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
943,Technology Grade 7,7,2,9,7,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
944,Technology Grade 7,7,2,9,7,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
945,Math Grade 8,8,12,13,1,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
946,Math Grade 8,8,12,13,1,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
947,Math Grade 8,8,12,13,1,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
948,Math Grade 8,8,12,13,1,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
949,ELA Grade 8,8,25,9,2,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
950,ELA Grade 8,8,25,9,2,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
951,ELA Grade 8,8,25,9,2,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
952,ELA Grade 8,8,25,9,2,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
953,Science Grade 8,8,17,13,7,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
954,Science Grade 8,8,17,13,7,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
955,Science Grade 8,8,17,13,7,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
956,Science Grade 8,8,17,13,7,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
957,Social Studies Grade 8,8,19,9,1,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
958,Social Studies Grade 8,8,19,9,1,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
959,Social Studies Grade 8,8,19,9,1,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
960,Social Studies Grade 8,8,19,9,1,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
961,Art Grade 8,8,8,13,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
962,Art Grade 8,8,8,13,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
963,Art Grade 8,8,8,13,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
964,Art Grade 8,8,8,13,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
965,PE Grade 8,8,2,9,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
966,PE Grade 8,8,2,9,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
967,PE Grade 8,8,2,9,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
968,PE Grade 8,8,2,9,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
969,Technology Grade 8,8,8,13,7,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
970,Technology Grade 8,8,8,13,7,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
971,Technology Grade 8,8,8,13,7,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
972,Technology Grade 8,8,8,13,7,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
973,Algebra I Grade 9,9,20,21,1,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
974,Algebra I Grade 9,9,20,21,1,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
975,Algebra I Grade 9,9,20,21,1,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
976,Algebra I Grade 9,9,20,21,1,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
977,Biology Grade 9,9,20,23,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
978,Biology Grade 9,9,20,23,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
979,Biology Grade 9,9,20,23,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
980,Biology Grade 9,9,20,23,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
981,English Grade 9,9,19,17,3,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
982,English Grade 9,9,19,17,3,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
983,English Grade 9,9,19,17,3,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
984,English Grade 9,9,19,17,3,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
985,Geography Grade 9,9,12,19,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
986,Geography Grade 9,9,12,19,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
987,Geography Grade 9,9,12,19,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
988,Geography Grade 9,9,12,19,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
989,PE Grade 9,9,12,22,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
990,PE Grade 9,9,12,22,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
991,PE Grade 9,9,12,22,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
992,PE Grade 9,9,12,22,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
993,Spanish I Grade 9,9,8,21,6,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
994,Spanish I Grade 9,9,8,21,6,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
995,Spanish I Grade 9,9,8,21,6,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
996,Spanish I Grade 9,9,8,21,6,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
997,Computer Science Grade 9,9,12,23,7,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
998,Computer Science Grade 9,9,12,23,7,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
999,Computer Science Grade 9,9,12,23,7,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1000,Computer Science Grade 9,9,12,23,7,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1001,Geometry Grade 10,10,23,17,1,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1002,Geometry Grade 10,10,23,17,1,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1003,Geometry Grade 10,10,23,17,1,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1004,Geometry Grade 10,10,23,17,1,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1005,Life Science Grade 10,10,8,19,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1006,Life Science Grade 10,10,8,19,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1007,Life Science Grade 10,10,8,19,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1008,Life Science Grade 10,10,8,19,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1009,American Literature Grade 10,10,20,22,3,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1010,American Literature Grade 10,10,20,22,3,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1011,American Literature Grade 10,10,20,22,3,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1012,American Literature Grade 10,10,20,22,3,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1013,Old World History Grade 10,10,24,21,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1014,Old World History Grade 10,10,24,21,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1015,Old World History Grade 10,10,24,21,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1016,Old World History Grade 10,10,24,21,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1017,PE Grade 10,10,20,23,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1018,PE Grade 10,10,20,23,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1019,PE Grade 10,10,20,23,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1020,PE Grade 10,10,20,23,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1021,Spanish II Grade 10,10,12,17,6,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1022,Spanish II Grade 10,10,12,17,6,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1023,Spanish II Grade 10,10,12,17,6,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1024,Spanish II Grade 10,10,12,17,6,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1025,Visual Arts Grade 10,10,24,19,7,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1026,Visual Arts Grade 10,10,24,19,7,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1027,Visual Arts Grade 10,10,24,19,7,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1028,Visual Arts Grade 10,10,24,19,7,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1029,Algebra II Grade 11,11,24,22,1,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1030,Algebra II Grade 11,11,24,22,1,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1031,Algebra II Grade 11,11,24,22,1,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1032,Algebra II Grade 11,11,24,22,1,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1033,Chemistry Grade 11,11,17,21,6,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1034,Chemistry Grade 11,11,17,21,6,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1035,Chemistry Grade 11,11,17,21,6,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1036,Chemistry Grade 11,11,17,21,6,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1037,English Lit. Grade 11,11,23,23,3,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1038,English Lit. Grade 11,11,23,23,3,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1039,English Lit. Grade 11,11,23,23,3,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1040,English Lit. Grade 11,11,23,23,3,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1041,New World History Grade 11,11,23,17,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1042,New World History Grade 11,11,23,17,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1043,New World History Grade 11,11,23,17,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1044,New World History Grade 11,11,23,17,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1045,PE Grade 11,11,23,19,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1046,PE Grade 11,11,23,19,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1047,PE Grade 11,11,23,19,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1048,PE Grade 11,11,23,19,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1049,Leadership Grade 11,11,19,22,6,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1050,Leadership Grade 11,11,19,22,6,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1051,Leadership Grade 11,11,19,22,6,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1052,Leadership Grade 11,11,19,22,6,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1053,Music Performance Grade 11,11,20,21,7,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1054,Music Performance Grade 11,11,20,21,7,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1055,Music Performance Grade 11,11,20,21,7,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1056,Music Performance Grade 11,11,20,21,7,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1057,Calculus Grade 12,12,24,23,3,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1058,Calculus Grade 12,12,24,23,3,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1059,Calculus Grade 12,12,24,23,3,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1060,Calculus Grade 12,12,24,23,3,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1061,Psychology Grade 12,12,24,17,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1062,Psychology Grade 12,12,24,17,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1063,Psychology Grade 12,12,24,17,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1064,Psychology Grade 12,12,24,17,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1065,World Lit. Grade 12,12,25,19,3,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1066,World Lit. Grade 12,12,25,19,3,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1067,World Lit. Grade 12,12,25,19,3,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1068,World Lit. Grade 12,12,25,19,3,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1069,Government/Economics Grade 12,12,25,22,4,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1070,Government/Economics Grade 12,12,25,22,4,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1071,Government/Economics Grade 12,12,25,22,4,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1072,Government/Economics Grade 12,12,25,22,4,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1073,PE Grade 12,12,25,21,5,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1074,PE Grade 12,12,25,21,5,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1075,PE Grade 12,12,25,21,5,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1076,PE Grade 12,12,25,21,5,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1077,Leadership Grade 9,9,25,23,6,9,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1078,Leadership Grade 9,9,25,23,6,10,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1079,Leadership Grade 9,9,25,23,6,11,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1080,Leadership Grade 9,9,25,23,6,12,3,2025-07-28 19:33:05,2025-07-28 19:33:05
1081,Homeroom Grade 0,0,1,4,11,13,4,2025-07-28 19:33:05,2025-07-28 19:33:05
1082,Homeroom Grade 0,0,1,4,11,14,4,2025-07-28 19:33:05,2025-07-28 19:33:05
1083,Homeroom Grade 0,0,1,4,11,15,4,2025-07-28 19:33:05,2025-07-28 19:33:05
1084,Homeroom Grade 0,0,1,4,11,16,4,2025-07-28 19:33:05,2025-07-28 19:33:05
