class_id,title,due_date,points_possible
73,Test: Homeroom Week 6,2016-02-11,100
73,Homework: Homeroom Week 6,2016-02-09,10
73,Test: Homeroom Week 7,2016-02-20,100
73,Homework: Homeroom Week 8,2016-02-25,10
73,Homework: Homeroom Week 8,2016-02-25,10
73,Homework: Homeroom Week 9,2016-03-03,10
73,Quiz: Homeroom Week 9,2016-03-04,20
73,Test: Homeroom Week 10,2016-03-10,100
73,Quiz: Homeroom Week 10,2016-03-08,20
73,Test: Homeroom Week 11,2016-03-17,100
73,Quiz: Homeroom Week 11,2016-03-17,20
73,Quiz: Homeroom Week 12,2016-03-25,20
73,Quiz: Homeroom Week 13,2016-03-29,20
73,Quiz: Homeroom Week 14,2016-04-05,20
73,Test: Homeroom Week 15,2016-04-13,100
73,Test: Homeroom Week 15,2016-04-13,100
73,Homework: Homeroom Week 16,2016-04-22,10
73,Homework: Homeroom Week 16,2016-04-19,10
73,Homework: Homeroom Week 17,2016-04-30,10
73,Homework: Homeroom Week 17,2016-04-27,10
73,Test: Homeroom Week 18,2016-05-07,100
73,Homework: Homeroom Week 18,2016-05-07,10
73,Homework: Homeroom Week 19,2016-05-11,10
73,Quiz: Homeroom Week 20,2016-05-17,20
73,Quiz: Homeroom Week 20,2016-05-20,20
73,Homework: Homeroom Week 21,2016-05-27,10
73,Homework: Homeroom Week 21,2016-05-26,10
73,Homework: Homeroom Week 22,2016-06-04,10
73,Test: Homeroom Week 23,2016-06-07,100
73,Homework: Homeroom Week 23,2016-06-09,10
73,Homework: Homeroom Week 24,2016-06-15,10
73,Homework: Homeroom Week 24,2016-06-14,10
74,Homework: Homeroom Week 36,2015-09-05,10
74,Test: Homeroom Week 36,2015-09-01,100
74,Quiz: Homeroom Week 37,2015-09-10,20
74,Test: Homeroom Week 38,2015-09-17,100
74,Test: Homeroom Week 38,2015-09-15,100
74,Test: Homeroom Week 39,2015-09-26,100
74,Test: Homeroom Week 39,2015-09-23,100
74,Test: Homeroom Week 40,2015-10-03,100
74,Test: Homeroom Week 41,2015-10-10,100
74,Test: Homeroom Week 42,2015-10-15,100
74,Test: Homeroom Week 43,2015-10-23,100
74,Test: Homeroom Week 44,2015-10-31,100
74,Homework: Homeroom Week 44,2015-10-29,10
74,Quiz: Homeroom Week 45,2015-11-04,20
74,Quiz: Homeroom Week 45,2015-11-04,20
74,Quiz: Homeroom Week 46,2015-11-13,20
74,Test: Homeroom Week 47,2015-11-20,100
74,Quiz: Homeroom Week 48,2015-11-25,20
74,Homework: Homeroom Week 49,2015-12-02,10
74,Quiz: Homeroom Week 49,2015-12-05,20
74,Test: Homeroom Week 50,2015-12-08,100
74,Homework: Homeroom Week 50,2015-12-09,10
74,Test: Homeroom Week 51,2015-12-16,100
74,Homework: Homeroom Week 51,2015-12-15,10
74,Quiz: Homeroom Week 52,2015-12-26,20
74,Quiz: Homeroom Week 53,2016-01-02,20
74,Homework: Homeroom Week 53,2015-12-31,10
74,Test: Homeroom Week 1,2016-01-07,100
74,Test: Homeroom Week 1,2016-01-08,100
74,Homework: Homeroom Week 2,2016-01-16,10
74,Quiz: Homeroom Week 2,2016-01-14,20
74,Quiz: Homeroom Week 3,2016-01-22,20
74,Homework: Homeroom Week 3,2016-01-20,10
74,Homework: Homeroom Week 4,2016-01-27,10
74,Homework: Homeroom Week 4,2016-01-26,10
74,Quiz: Homeroom Week 5,2016-02-03,20
74,Homework: Homeroom Week 6,2016-02-13,10
74,Quiz: Homeroom Week 7,2016-02-17,20
74,Homework: Homeroom Week 7,2016-02-17,10
74,Homework: Homeroom Week 8,2016-02-25,10
74,Homework: Homeroom Week 8,2016-02-23,10
74,Test: Homeroom Week 9,2016-03-04,100
74,Test: Homeroom Week 10,2016-03-08,100
74,Homework: Homeroom Week 11,2016-03-15,10
74,Homework: Homeroom Week 12,2016-03-26,10
74,Homework: Homeroom Week 13,2016-03-29,10
74,Test: Homeroom Week 13,2016-03-31,100
74,Test: Homeroom Week 14,2016-04-06,100
74,Homework: Homeroom Week 15,2016-04-13,10
74,Homework: Homeroom Week 15,2016-04-15,10
74,Homework: Homeroom Week 16,2016-04-23,10
74,Homework: Homeroom Week 17,2016-04-30,10
74,Homework: Homeroom Week 18,2016-05-03,10
74,Homework: Homeroom Week 19,2016-05-11,10
74,Quiz: Homeroom Week 20,2016-05-18,20
74,Test: Homeroom Week 21,2016-05-26,100
74,Test: Homeroom Week 22,2016-05-31,100
74,Quiz: Homeroom Week 22,2016-06-03,20
74,Quiz: Homeroom Week 23,2016-06-09,20
74,Test: Homeroom Week 24,2016-06-14,100
75,Test: Math Week 36,2015-09-03,100
75,Test: Math Week 36,2015-09-05,100
75,Project: Math Week 37,2015-09-12,50
75,Quiz: Math Week 38,2015-09-16,20
75,Homework: Math Week 39,2015-09-22,10
75,Quiz: Math Week 40,2015-10-03,20
75,Quiz: Math Week 41,2015-10-10,20
75,Homework: Math Week 42,2015-10-15,10
75,Quiz: Math Week 43,2015-10-22,20
75,Quiz: Math Week 43,2015-10-21,20
75,Test: Math Week 44,2015-10-27,100
75,Homework: Math Week 45,2015-11-06,10
75,Test: Math Week 45,2015-11-03,100
75,Project: Math Week 46,2015-11-13,50
75,Test: Math Week 46,2015-11-11,100
75,Homework: Math Week 47,2015-11-17,10
75,Project: Math Week 48,2015-11-25,50
75,Homework: Math Week 48,2015-11-25,10
75,Project: Math Week 49,2015-12-04,50
75,Homework: Math Week 49,2015-12-05,10
75,Test: Math Week 50,2015-12-11,100
75,Quiz: Math Week 51,2015-12-15,20
75,Test: Math Week 51,2015-12-17,100
75,Test: Math Week 52,2015-12-24,100
75,Test: Math Week 52,2015-12-26,100
75,Project: Math Week 53,2015-12-29,50
75,Project: Math Week 53,2015-12-31,50
75,Test: Math Week 1,2016-01-07,100
75,Homework: Math Week 1,2016-01-07,10
75,Project: Math Week 2,2016-01-15,50
75,Homework: Math Week 3,2016-01-20,10
75,Homework: Math Week 4,2016-01-30,10
75,Quiz: Math Week 4,2016-01-27,20
75,Quiz: Math Week 5,2016-02-02,20
75,Test: Math Week 6,2016-02-11,100
75,Test: Math Week 6,2016-02-11,100
75,Test: Math Week 7,2016-02-16,100
75,Homework: Math Week 7,2016-02-18,10
75,Homework: Math Week 8,2016-02-23,10
75,Project: Math Week 8,2016-02-24,50
75,Homework: Math Week 9,2016-03-04,10
75,Homework: Math Week 10,2016-03-08,10
75,Quiz: Math Week 11,2016-03-19,20
75,Project: Math Week 12,2016-03-23,50
75,Homework: Math Week 13,2016-04-02,10
75,Homework: Math Week 14,2016-04-09,10
75,Test: Math Week 14,2016-04-05,100
75,Project: Math Week 15,2016-04-16,50
75,Test: Math Week 15,2016-04-16,100
75,Project: Math Week 16,2016-04-22,50
75,Quiz: Math Week 16,2016-04-20,20
75,Quiz: Math Week 17,2016-04-30,20
75,Project: Math Week 18,2016-05-06,50
75,Test: Math Week 19,2016-05-11,100
75,Project: Math Week 20,2016-05-21,50
75,Quiz: Math Week 20,2016-05-20,20
75,Homework: Math Week 21,2016-05-24,10
75,Test: Math Week 21,2016-05-26,100
75,Homework: Math Week 22,2016-06-04,10
75,Homework: Math Week 23,2016-06-07,10
75,Project: Math Week 23,2016-06-10,50
75,Quiz: Math Week 24,2016-06-18,20
75,Test: Math Week 24,2016-06-14,100
76,Homework: Math Week 36,2015-09-02,10
76,Quiz: Math Week 37,2015-09-09,20
76,Homework: Math Week 38,2015-09-18,10
76,Homework: Math Week 38,2015-09-18,10
76,Quiz: Math Week 39,2015-09-24,20
76,Test: Math Week 39,2015-09-24,100
76,Quiz: Math Week 40,2015-09-29,20
76,Quiz: Math Week 41,2015-10-07,20
76,Test: Math Week 42,2015-10-13,100
76,Homework: Math Week 42,2015-10-16,10
76,Quiz: Math Week 43,2015-10-23,20
76,Test: Math Week 44,2015-10-27,100
76,Quiz: Math Week 45,2015-11-07,20
76,Project: Math Week 45,2015-11-05,50
76,Project: Math Week 46,2015-11-14,50
76,Project: Math Week 47,2015-11-20,50
76,Quiz: Math Week 48,2015-11-26,20
76,Homework: Math Week 48,2015-11-28,10
76,Quiz: Math Week 49,2015-12-03,20
76,Quiz: Math Week 49,2015-12-02,20
76,Project: Math Week 50,2015-12-12,50
76,Quiz: Math Week 51,2015-12-18,20
76,Test: Math Week 52,2015-12-22,100
76,Homework: Math Week 52,2015-12-25,10
76,Quiz: Math Week 53,2015-12-30,20
76,Test: Math Week 1,2016-01-08,100
76,Homework: Math Week 2,2016-01-16,10
76,Project: Math Week 3,2016-01-21,50
76,Homework: Math Week 3,2016-01-21,10
76,Test: Math Week 4,2016-01-28,100
76,Project: Math Week 5,2016-02-03,50
76,Project: Math Week 5,2016-02-04,50
76,Project: Math Week 6,2016-02-11,50
76,Test: Math Week 6,2016-02-11,100
76,Quiz: Math Week 7,2016-02-20,20
76,Homework: Math Week 8,2016-02-24,10
76,Test: Math Week 9,2016-03-03,100
76,Project: Math Week 10,2016-03-09,50
76,Homework: Math Week 10,2016-03-12,10
76,Project: Math Week 11,2016-03-16,50
76,Homework: Math Week 12,2016-03-22,10
76,Homework: Math Week 13,2016-03-30,10
76,Homework: Math Week 14,2016-04-05,10
76,Project: Math Week 14,2016-04-08,50
76,Quiz: Math Week 15,2016-04-12,20
76,Test: Math Week 16,2016-04-23,100
76,Project: Math Week 17,2016-04-28,50
76,Homework: Math Week 17,2016-04-28,10
76,Test: Math Week 18,2016-05-05,100
76,Homework: Math Week 19,2016-05-11,10
76,Project: Math Week 20,2016-05-18,50
76,Homework: Math Week 21,2016-05-28,10
76,Project: Math Week 22,2016-06-02,50
76,Homework: Math Week 23,2016-06-11,10
76,Test: Math Week 23,2016-06-10,100
76,Test: Math Week 24,2016-06-15,100
76,Project: Math Week 24,2016-06-18,50
77,Test: Math Week 36,2015-09-05,100
77,Project: Math Week 37,2015-09-11,50
77,Quiz: Math Week 37,2015-09-11,20
77,Test: Math Week 38,2015-09-19,100
77,Project: Math Week 38,2015-09-19,50
77,Project: Math Week 39,2015-09-26,50
77,Test: Math Week 39,2015-09-22,100
77,Test: Math Week 40,2015-09-30,100
77,Test: Math Week 41,2015-10-07,100
77,Quiz: Math Week 42,2015-10-16,20
77,Homework: Math Week 43,2015-10-23,10
77,Test: Math Week 44,2015-10-30,100
77,Project: Math Week 44,2015-10-27,50
77,Test: Math Week 45,2015-11-04,100
77,Project: Math Week 46,2015-11-14,50
77,Test: Math Week 47,2015-11-21,100
77,Test: Math Week 47,2015-11-20,100
77,Test: Math Week 48,2015-11-25,100
77,Project: Math Week 49,2015-12-03,50
77,Test: Math Week 50,2015-12-12,100
77,Quiz: Math Week 50,2015-12-10,20
77,Homework: Math Week 51,2015-12-18,10
77,Test: Math Week 51,2015-12-17,100
77,Quiz: Math Week 52,2015-12-22,20
77,Project: Math Week 53,2015-12-29,50
77,Homework: Math Week 53,2016-01-02,10
77,Homework: Math Week 1,2016-01-07,10
77,Test: Math Week 1,2016-01-06,100
77,Homework: Math Week 2,2016-01-16,10
77,Homework: Math Week 3,2016-01-20,10
77,Project: Math Week 3,2016-01-23,50
77,Test: Math Week 4,2016-01-30,100
77,Homework: Math Week 4,2016-01-30,10
77,Quiz: Math Week 5,2016-02-06,20
77,Quiz: Math Week 5,2016-02-04,20
77,Test: Math Week 6,2016-02-10,100
77,Project: Math Week 6,2016-02-09,50
77,Test: Math Week 7,2016-02-20,100
77,Project: Math Week 7,2016-02-17,50
77,Quiz: Math Week 8,2016-02-27,20
77,Quiz: Math Week 9,2016-03-02,20
77,Test: Math Week 9,2016-03-05,100
77,Quiz: Math Week 10,2016-03-12,20
77,Homework: Math Week 10,2016-03-12,10
77,Test: Math Week 11,2016-03-19,100
77,Homework: Math Week 12,2016-03-25,10
77,Quiz: Math Week 13,2016-03-31,20
77,Test: Math Week 14,2016-04-05,100
77,Quiz: Math Week 14,2016-04-09,20
77,Homework: Math Week 15,2016-04-16,10
77,Homework: Math Week 16,2016-04-22,10
77,Quiz: Math Week 17,2016-04-30,20
77,Project: Math Week 18,2016-05-07,50
77,Homework: Math Week 18,2016-05-04,10
77,Test: Math Week 19,2016-05-11,100
77,Quiz: Math Week 19,2016-05-13,20
77,Test: Math Week 20,2016-05-18,100
77,Quiz: Math Week 21,2016-05-25,20
77,Quiz: Math Week 22,2016-05-31,20
77,Test: Math Week 22,2016-06-02,100
77,Project: Math Week 23,2016-06-07,50
77,Project: Math Week 24,2016-06-16,50
77,Homework: Math Week 24,2016-06-17,10
78,Test: Math Week 36,2015-09-02,100
78,Quiz: Math Week 37,2015-09-08,20
78,Homework: Math Week 37,2015-09-09,10
78,Test: Math Week 38,2015-09-19,100
78,Homework: Math Week 39,2015-09-22,10
78,Project: Math Week 40,2015-10-03,50
78,Homework: Math Week 40,2015-10-02,10
78,Test: Math Week 41,2015-10-07,100
78,Quiz: Math Week 41,2015-10-08,20
78,Project: Math Week 42,2015-10-17,50
78,Homework: Math Week 42,2015-10-16,10
78,Homework: Math Week 43,2015-10-21,10
78,Test: Math Week 44,2015-10-30,100
78,Quiz: Math Week 45,2015-11-06,20
78,Quiz: Math Week 46,2015-11-12,20
78,Test: Math Week 47,2015-11-20,100
78,Homework: Math Week 47,2015-11-20,10
78,Homework: Math Week 48,2015-11-27,10
78,Homework: Math Week 49,2015-12-04,10
78,Homework: Math Week 50,2015-12-09,10
78,Homework: Math Week 51,2015-12-18,10
78,Homework: Math Week 51,2015-12-17,10
78,Test: Math Week 52,2015-12-24,100
78,Quiz: Math Week 52,2015-12-25,20
78,Project: Math Week 53,2016-01-02,50
78,Homework: Math Week 53,2015-12-30,10
78,Project: Math Week 1,2016-01-09,50
78,Test: Math Week 1,2016-01-08,100
78,Project: Math Week 2,2016-01-16,50
78,Test: Math Week 2,2016-01-15,100
78,Homework: Math Week 3,2016-01-20,10
78,Project: Math Week 4,2016-01-30,50
78,Project: Math Week 4,2016-01-26,50
78,Homework: Math Week 5,2016-02-06,10
78,Quiz: Math Week 5,2016-02-04,20
78,Quiz: Math Week 6,2016-02-11,20
78,Homework: Math Week 6,2016-02-09,10
78,Quiz: Math Week 7,2016-02-16,20
78,Test: Math Week 7,2016-02-18,100
78,Homework: Math Week 8,2016-02-27,10
78,Homework: Math Week 8,2016-02-27,10
78,Homework: Math Week 9,2016-03-02,10
78,Quiz: Math Week 10,2016-03-09,20
78,Project: Math Week 10,2016-03-09,50
78,Homework: Math Week 11,2016-03-15,10
78,Project: Math Week 11,2016-03-17,50
78,Test: Math Week 12,2016-03-25,100
78,Quiz: Math Week 12,2016-03-25,20
78,Project: Math Week 13,2016-03-29,50
78,Project: Math Week 13,2016-03-29,50
78,Project: Math Week 14,2016-04-07,50
78,Quiz: Math Week 15,2016-04-13,20
78,Homework: Math Week 16,2016-04-23,10
78,Quiz: Math Week 16,2016-04-19,20
78,Project: Math Week 17,2016-04-29,50
78,Quiz: Math Week 17,2016-04-26,20
78,Homework: Math Week 18,2016-05-03,10
78,Test: Math Week 18,2016-05-03,100
78,Homework: Math Week 19,2016-05-11,10
78,Project: Math Week 19,2016-05-10,50
78,Test: Math Week 20,2016-05-17,100
78,Quiz: Math Week 20,2016-05-18,20
78,Test: Math Week 21,2016-05-28,100
78,Project: Math Week 21,2016-05-27,50
78,Quiz: Math Week 22,2016-06-03,20
78,Test: Math Week 23,2016-06-07,100
78,Project: Math Week 24,2016-06-18,50
79,Homework: Reading Week 36,2015-09-04,10
79,Test: Reading Week 36,2015-09-01,100
79,Quiz: Reading Week 37,2015-09-11,20
79,Homework: Reading Week 37,2015-09-09,10
79,Test: Reading Week 38,2015-09-15,100
79,Quiz: Reading Week 39,2015-09-24,20
79,Homework: Reading Week 40,2015-10-02,10
79,Homework: Reading Week 41,2015-10-06,10
79,Quiz: Reading Week 41,2015-10-10,20
79,Quiz: Reading Week 42,2015-10-15,20
79,Test: Reading Week 43,2015-10-23,100
79,Test: Reading Week 43,2015-10-22,100
79,Test: Reading Week 44,2015-10-31,100
79,Homework: Reading Week 45,2015-11-07,10
79,Test: Reading Week 45,2015-11-07,100
79,Test: Reading Week 46,2015-11-14,100
79,Homework: Reading Week 46,2015-11-12,10
79,Test: Reading Week 47,2015-11-19,100
79,Homework: Reading Week 48,2015-11-24,10
79,Quiz: Reading Week 49,2015-12-02,20
79,Test: Reading Week 49,2015-12-05,100
79,Homework: Reading Week 50,2015-12-12,10
79,Quiz: Reading Week 50,2015-12-09,20
79,Quiz: Reading Week 51,2015-12-17,20
79,Quiz: Reading Week 51,2015-12-19,20
79,Test: Reading Week 52,2015-12-25,100
79,Quiz: Reading Week 52,2015-12-26,20
79,Homework: Reading Week 53,2015-12-30,10
79,Homework: Reading Week 53,2016-01-02,10
79,Test: Reading Week 1,2016-01-05,100
79,Test: Reading Week 2,2016-01-15,100
79,Quiz: Reading Week 2,2016-01-14,20
79,Test: Reading Week 3,2016-01-19,100
79,Test: Reading Week 4,2016-01-28,100
79,Homework: Reading Week 5,2016-02-02,10
79,Test: Reading Week 6,2016-02-10,100
79,Test: Reading Week 7,2016-02-19,100
79,Homework: Reading Week 7,2016-02-17,10
79,Test: Reading Week 8,2016-02-26,100
79,Homework: Reading Week 9,2016-03-02,10
79,Homework: Reading Week 9,2016-03-03,10
79,Homework: Reading Week 10,2016-03-11,10
79,Test: Reading Week 10,2016-03-09,100
79,Quiz: Reading Week 11,2016-03-17,20
79,Quiz: Reading Week 11,2016-03-17,20
79,Quiz: Reading Week 12,2016-03-25,20
79,Quiz: Reading Week 13,2016-03-30,20
79,Homework: Reading Week 13,2016-03-31,10
79,Test: Reading Week 14,2016-04-08,100
79,Quiz: Reading Week 15,2016-04-16,20
79,Homework: Reading Week 15,2016-04-15,10
79,Homework: Reading Week 16,2016-04-21,10
79,Test: Reading Week 17,2016-04-30,100
79,Test: Reading Week 18,2016-05-03,100
79,Quiz: Reading Week 18,2016-05-05,20
79,Homework: Reading Week 19,2016-05-13,10
79,Test: Reading Week 20,2016-05-21,100
79,Test: Reading Week 21,2016-05-26,100
79,Test: Reading Week 21,2016-05-24,100
79,Test: Reading Week 22,2016-06-04,100
79,Test: Reading Week 23,2016-06-11,100
79,Quiz: Reading Week 23,2016-06-11,20
79,Quiz: Reading Week 24,2016-06-16,20
80,Homework: Reading Week 36,2015-09-05,10
80,Quiz: Reading Week 37,2015-09-10,20
80,Quiz: Reading Week 38,2015-09-15,20
80,Homework: Reading Week 38,2015-09-16,10
80,Homework: Reading Week 39,2015-09-25,10
80,Test: Reading Week 39,2015-09-25,100
80,Homework: Reading Week 40,2015-10-01,10
80,Quiz: Reading Week 40,2015-10-03,20
80,Homework: Reading Week 41,2015-10-09,10
80,Test: Reading Week 42,2015-10-13,100
80,Quiz: Reading Week 43,2015-10-20,20
80,Quiz: Reading Week 44,2015-10-29,20
80,Test: Reading Week 44,2015-10-30,100
80,Homework: Reading Week 45,2015-11-04,10
80,Homework: Reading Week 45,2015-11-03,10
80,Homework: Reading Week 46,2015-11-13,10
80,Quiz: Reading Week 47,2015-11-17,20
80,Quiz: Reading Week 47,2015-11-18,20
80,Homework: Reading Week 48,2015-11-27,10
80,Test: Reading Week 48,2015-11-27,100
80,Test: Reading Week 49,2015-12-01,100
80,Quiz: Reading Week 50,2015-12-08,20
80,Quiz: Reading Week 50,2015-12-11,20
80,Homework: Reading Week 51,2015-12-15,10
80,Homework: Reading Week 51,2015-12-19,10
80,Quiz: Reading Week 52,2015-12-22,20
80,Test: Reading Week 53,2015-12-29,100
80,Quiz: Reading Week 1,2016-01-09,20
80,Quiz: Reading Week 2,2016-01-12,20
80,Quiz: Reading Week 2,2016-01-16,20
80,Homework: Reading Week 3,2016-01-21,10
80,Quiz: Reading Week 4,2016-01-28,20
80,Homework: Reading Week 4,2016-01-30,10
80,Homework: Reading Week 5,2016-02-04,10
80,Quiz: Reading Week 6,2016-02-09,20
80,Homework: Reading Week 7,2016-02-16,10
80,Quiz: Reading Week 8,2016-02-27,20
80,Homework: Reading Week 9,2016-03-04,10
80,Test: Reading Week 9,2016-03-04,100
80,Quiz: Reading Week 10,2016-03-11,20
80,Quiz: Reading Week 10,2016-03-10,20
80,Test: Reading Week 11,2016-03-16,100
80,Quiz: Reading Week 11,2016-03-15,20
80,Homework: Reading Week 12,2016-03-22,10
80,Quiz: Reading Week 12,2016-03-24,20
80,Test: Reading Week 13,2016-03-29,100
80,Quiz: Reading Week 13,2016-03-31,20
80,Test: Reading Week 14,2016-04-08,100
80,Homework: Reading Week 14,2016-04-05,10
80,Quiz: Reading Week 15,2016-04-14,20
80,Homework: Reading Week 16,2016-04-19,10
80,Homework: Reading Week 17,2016-04-29,10
80,Quiz: Reading Week 18,2016-05-04,20
80,Test: Reading Week 18,2016-05-05,100
80,Test: Reading Week 19,2016-05-11,100
80,Homework: Reading Week 20,2016-05-21,10
80,Test: Reading Week 20,2016-05-18,100
80,Test: Reading Week 21,2016-05-25,100
80,Homework: Reading Week 22,2016-06-03,10
80,Quiz: Reading Week 22,2016-05-31,20
80,Test: Reading Week 23,2016-06-10,100
80,Homework: Reading Week 23,2016-06-10,10
80,Test: Reading Week 24,2016-06-15,100
80,Homework: Reading Week 24,2016-06-18,10
81,Test: Reading Week 36,2015-09-05,100
81,Homework: Reading Week 37,2015-09-08,10
81,Test: Reading Week 38,2015-09-15,100
81,Homework: Reading Week 39,2015-09-25,10
81,Quiz: Reading Week 40,2015-10-01,20
81,Test: Reading Week 40,2015-09-29,100
81,Quiz: Reading Week 41,2015-10-10,20
81,Homework: Reading Week 42,2015-10-13,10
81,Test: Reading Week 42,2015-10-13,100
81,Homework: Reading Week 43,2015-10-21,10
81,Homework: Reading Week 44,2015-10-29,10
81,Test: Reading Week 44,2015-10-30,100
81,Test: Reading Week 45,2015-11-06,100
81,Quiz: Reading Week 46,2015-11-14,20
81,Homework: Reading Week 47,2015-11-20,10
81,Homework: Reading Week 47,2015-11-18,10
81,Homework: Reading Week 48,2015-11-25,10
81,Test: Reading Week 48,2015-11-26,100
81,Test: Reading Week 49,2015-12-02,100
81,Homework: Reading Week 50,2015-12-08,10
81,Test: Reading Week 51,2015-12-19,100
81,Quiz: Reading Week 51,2015-12-19,20
81,Quiz: Reading Week 52,2015-12-23,20
81,Quiz: Reading Week 52,2015-12-24,20
81,Homework: Reading Week 53,2015-12-30,10
81,Test: Reading Week 53,2015-12-29,100
81,Quiz: Reading Week 1,2016-01-06,20
81,Homework: Reading Week 1,2016-01-06,10
81,Homework: Reading Week 2,2016-01-15,10
81,Test: Reading Week 2,2016-01-15,100
81,Homework: Reading Week 3,2016-01-23,10
81,Test: Reading Week 4,2016-01-28,100
81,Quiz: Reading Week 4,2016-01-28,20
81,Quiz: Reading Week 5,2016-02-05,20
81,Homework: Reading Week 6,2016-02-09,10
81,Homework: Reading Week 6,2016-02-10,10
81,Quiz: Reading Week 7,2016-02-20,20
81,Homework: Reading Week 8,2016-02-24,10
81,Homework: Reading Week 8,2016-02-26,10
81,Test: Reading Week 9,2016-03-03,100
81,Homework: Reading Week 10,2016-03-08,10
81,Quiz: Reading Week 10,2016-03-09,20
81,Homework: Reading Week 11,2016-03-15,10
81,Quiz: Reading Week 12,2016-03-22,20
81,Quiz: Reading Week 12,2016-03-26,20
81,Quiz: Reading Week 13,2016-04-01,20
81,Test: Reading Week 13,2016-03-31,100
81,Test: Reading Week 14,2016-04-07,100
81,Quiz: Reading Week 15,2016-04-16,20
81,Homework: Reading Week 16,2016-04-22,10
81,Test: Reading Week 16,2016-04-20,100
81,Quiz: Reading Week 17,2016-04-29,20
81,Quiz: Reading Week 17,2016-04-29,20
81,Homework: Reading Week 18,2016-05-06,10
81,Homework: Reading Week 19,2016-05-12,10
81,Test: Reading Week 19,2016-05-13,100
81,Homework: Reading Week 20,2016-05-21,10
81,Quiz: Reading Week 21,2016-05-28,20
81,Test: Reading Week 22,2016-05-31,100
81,Test: Reading Week 23,2016-06-07,100
81,Test: Reading Week 23,2016-06-07,100
81,Test: Reading Week 24,2016-06-18,100
81,Homework: Reading Week 24,2016-06-14,10
82,Quiz: Reading Week 36,2015-09-02,20
82,Homework: Reading Week 36,2015-09-04,10
82,Quiz: Reading Week 37,2015-09-12,20
82,Homework: Reading Week 37,2015-09-11,10
82,Quiz: Reading Week 38,2015-09-17,20
82,Quiz: Reading Week 38,2015-09-15,20
82,Quiz: Reading Week 39,2015-09-23,20
82,Quiz: Reading Week 40,2015-09-29,20
82,Homework: Reading Week 40,2015-10-01,10
82,Test: Reading Week 41,2015-10-07,100
82,Quiz: Reading Week 41,2015-10-10,20
82,Quiz: Reading Week 42,2015-10-16,20
82,Homework: Reading Week 42,2015-10-14,10
82,Quiz: Reading Week 43,2015-10-21,20
82,Quiz: Reading Week 44,2015-10-27,20
82,Test: Reading Week 45,2015-11-03,100
82,Homework: Reading Week 46,2015-11-12,10
82,Homework: Reading Week 47,2015-11-19,10
82,Test: Reading Week 48,2015-11-24,100
82,Test: Reading Week 48,2015-11-26,100
82,Quiz: Reading Week 49,2015-12-04,20
82,Test: Reading Week 49,2015-12-03,100
82,Homework: Reading Week 50,2015-12-12,10
82,Test: Reading Week 50,2015-12-09,100
82,Quiz: Reading Week 51,2015-12-15,20
82,Test: Reading Week 51,2015-12-19,100
82,Test: Reading Week 52,2015-12-26,100
82,Test: Reading Week 52,2015-12-26,100
82,Quiz: Reading Week 53,2015-12-31,20
82,Homework: Reading Week 53,2016-01-02,10
82,Homework: Reading Week 1,2016-01-06,10
82,Test: Reading Week 2,2016-01-16,100
82,Homework: Reading Week 2,2016-01-16,10
82,Homework: Reading Week 3,2016-01-23,10
82,Quiz: Reading Week 3,2016-01-23,20
82,Test: Reading Week 4,2016-01-28,100
82,Homework: Reading Week 5,2016-02-02,10
82,Test: Reading Week 5,2016-02-03,100
82,Quiz: Reading Week 6,2016-02-10,20
82,Quiz: Reading Week 6,2016-02-11,20
82,Homework: Reading Week 7,2016-02-18,10
82,Homework: Reading Week 8,2016-02-26,10
82,Quiz: Reading Week 8,2016-02-27,20
82,Test: Reading Week 9,2016-03-05,100
82,Quiz: Reading Week 10,2016-03-08,20
82,Test: Reading Week 11,2016-03-19,100
82,Quiz: Reading Week 12,2016-03-25,20
82,Test: Reading Week 13,2016-04-01,100
82,Homework: Reading Week 13,2016-03-29,10
82,Homework: Reading Week 14,2016-04-06,10
82,Homework: Reading Week 15,2016-04-12,10
82,Homework: Reading Week 15,2016-04-15,10
82,Homework: Reading Week 16,2016-04-23,10
82,Test: Reading Week 17,2016-04-26,100
82,Test: Reading Week 17,2016-04-30,100
82,Test: Reading Week 18,2016-05-07,100
82,Quiz: Reading Week 18,2016-05-04,20
82,Test: Reading Week 19,2016-05-12,100
82,Quiz: Reading Week 20,2016-05-19,20
82,Quiz: Reading Week 21,2016-05-26,20
82,Test: Reading Week 22,2016-06-03,100
82,Homework: Reading Week 22,2016-06-04,10
82,Test: Reading Week 23,2016-06-09,100
82,Homework: Reading Week 23,2016-06-07,10
82,Test: Reading Week 24,2016-06-18,100
83,Homework: Science Week 36,2015-09-05,10
83,Lab: Science Week 36,2015-09-05,50
83,Homework: Science Week 37,2015-09-08,10
83,Lab: Science Week 37,2015-09-08,50
83,Test: Science Week 38,2015-09-16,100
83,Quiz: Science Week 38,2015-09-19,20
83,Lab: Science Week 39,2015-09-23,50
83,Quiz: Science Week 39,2015-09-22,20
83,Test: Science Week 40,2015-09-30,100
83,Homework: Science Week 40,2015-09-30,10
83,Quiz: Science Week 41,2015-10-10,20
83,Test: Science Week 41,2015-10-08,100
83,Quiz: Science Week 42,2015-10-15,20
83,Lab: Science Week 42,2015-10-17,50
83,Quiz: Science Week 43,2015-10-22,20
83,Homework: Science Week 43,2015-10-21,10
83,Homework: Science Week 44,2015-10-29,10
83,Test: Science Week 44,2015-10-28,100
