attendance_id,date,status
A_ed6c50,2015-10-28,Present
A_d1d58c,2015-10-29,Present
A_d11061,2015-10-30,Present
A_9c8dad,2015-11-02,Present
A_24c22b,2015-11-03,Present
A_d18979,2015-11-04,Present
A_014c13,2015-11-05,Present
A_63a489,2015-11-06,Present
A_59c2f3,2015-11-09,Present
A_c9dac8,2015-11-10,Present
A_ef3956,2015-11-11,Present
A_ebec1c,2015-11-12,Present
A_8e6296,2015-11-13,Present
A_83d843,2015-11-16,Present
A_fc77fa,2015-11-17,Present
A_c484ae,2015-11-18,Present
A_6571f4,2015-11-19,Present
A_963da2,2015-11-20,Present
A_09ee8a,2015-11-23,Present
A_741dde,2015-11-24,Present
A_f64f6d,2015-11-25,Present
A_c5daf6,2015-11-30,Present
A_ad48aa,2015-12-01,Present
A_b38182,2015-12-02,Present
A_19d010,2015-12-03,Present
A_b23d50,2015-12-04,Present
A_5abb26,2015-12-07,Present
A_bab5ef,2015-12-08,Present
A_4b74e5,2015-12-09,Present
A_67739b,2015-12-10,Present
A_ab094c,2015-12-11,Present
A_356d1b,2015-12-14,Present
A_355856,2015-12-15,Present
A_d5e99b,2015-12-16,Present
A_054cb3,2015-12-17,Present
A_3ea213,2015-12-18,Present
A_ca2741,2016-01-05,Present
A_36d822,2016-01-06,Present
A_3563df,2016-01-07,Present
A_b07c23,2016-01-08,Present
A_f07c96,2016-01-11,Present
A_5b185a,2016-01-12,Present
A_6ac933,2016-01-13,Present
A_f0d759,2016-01-14,Present
A_320c63,2016-01-15,Present
A_12c028,2016-01-19,Present
A_593cd2,2016-01-20,Present
A_d499e0,2016-01-21,Present
A_50c763,2016-01-22,Present
A_7414a4,2016-01-25,Present
A_ac156a,2016-01-26,Present
A_e33ca9,2016-01-27,Present
A_052975,2016-01-28,Tardy
A_3b8590,2016-01-29,Present
A_e084a3,2016-02-01,Present
A_72aa53,2016-02-02,Present
A_640b00,2016-02-03,Present
A_61b5a2,2016-02-04,Present
A_8fb7ad,2016-02-05,Present
A_6b62f5,2016-02-08,Absent
A_65b0f8,2016-02-09,Present
A_668248,2016-02-10,Present
A_5f973a,2016-02-11,Present
A_bacbdc,2016-02-12,Present
A_632245,2016-02-16,Present
A_dc0c20,2016-02-17,Present
A_2143d8,2016-02-18,Present
A_5812d5,2016-02-19,Present
A_7ebac8,2016-02-22,Present
A_7225f3,2016-02-23,Present
A_8f7a16,2016-02-24,Present
A_e18a60,2016-02-25,Present
A_4277f3,2016-02-26,Present
A_2f136b,2016-02-29,Present
A_c4ee3c,2016-03-01,Present
A_13b775,2016-03-02,Present
A_0e0f30,2016-03-03,Present
A_bb66fa,2016-03-04,Present
A_7e933f,2016-03-07,Present
A_a2e21f,2016-03-08,Present
A_b056b7,2016-03-09,Present
A_47dfee,2016-03-10,Present
A_17aa55,2016-03-11,Present
A_3a4990,2016-03-14,Present
A_4beea7,2016-03-15,Present
A_db9e69,2016-03-16,Present
A_eb9913,2016-03-17,Present
A_1290ce,2016-03-18,Present
A_683f7b,2016-03-21,Present
A_c75d0d,2016-03-22,Present
A_5c57b0,2016-03-23,Present
A_053cb6,2016-03-24,Absent
A_405038,2016-03-25,Present
A_e126d2,2016-04-04,Present
A_ff3590,2016-04-05,Present
A_9950c8,2016-04-06,Present
A_8a2a2f,2016-04-07,Present
A_369102,2016-04-08,Present
A_71fc4e,2016-04-11,Present
A_c85031,2016-04-12,Present
A_bea284,2016-04-13,Present
A_10fcd1,2016-04-14,Present
A_646de4,2016-04-15,Present
A_75463c,2016-04-18,Present
A_cda726,2016-04-19,Present
A_719e98,2016-04-20,Present
A_f6e5ca,2016-04-21,Tardy
A_cd16ad,2016-04-22,Tardy
A_2b8fb6,2016-04-25,Present
A_366d60,2016-04-26,Present
A_69c5c3,2016-04-27,Present
A_cd6777,2016-04-28,Present
A_5c8b42,2016-04-29,Present
A_b1107d,2016-05-02,Present
A_b724f6,2016-05-03,Present
A_2103b5,2016-05-04,Present
A_e4f7b2,2016-05-05,Present
A_d3f2bb,2016-05-06,Present
A_971dee,2016-05-09,Tardy
A_f1c34a,2016-05-10,Present
A_d481c8,2016-05-11,Present
A_8a1247,2016-05-12,Tardy
A_04fed9,2016-05-13,Present
A_029adf,2016-05-16,Present
A_eb6ef1,2016-05-17,Present
A_b33ed4,2016-05-18,Present
A_ebf33a,2016-05-19,Absent
A_f7a678,2016-05-20,Present
A_bdeaba,2016-05-23,Present
A_5becbb,2016-05-24,Present
A_c77242,2016-05-25,Present
A_73cabd,2016-05-26,Present
A_700bfb,2016-05-27,Present
A_87830e,2016-05-31,Present
A_b56417,2016-06-01,Present
A_60838d,2016-06-02,Present
A_c7ce27,2016-06-03,Present
A_778e3a,2016-06-06,Present
A_dd6863,2016-06-07,Present
A_ddc267,2016-06-08,Present
A_1afd04,2016-06-09,Present
A_4e802b,2015-08-24,Present
A_e7985a,2015-08-25,Present
A_fa85be,2015-08-26,Present
A_b4eecc,2015-08-27,Present
A_c3a376,2015-08-28,Present
A_515a08,2015-08-31,Present
A_dc6fc1,2015-09-01,Present
A_215d74,2015-09-02,Present
A_8de596,2015-09-03,Present
A_e9a6ac,2015-09-04,Present
A_7bce87,2015-09-08,Present
A_8dbfa2,2015-09-09,Present
A_e47dec,2015-09-10,Present
A_de1a2c,2015-09-11,Present
A_a7233f,2015-09-14,Present
A_937a9a,2015-09-15,Present
A_29dea6,2015-09-16,Present
A_0e4a23,2015-09-17,Absent
A_d31db1,2015-09-18,Present
A_8b25f2,2015-09-21,Present
A_e28a23,2015-09-22,Present
A_17474f,2015-09-23,Present
A_747ded,2015-09-24,Present
A_f93ee9,2015-09-25,Present
A_c22281,2015-09-28,Present
A_325fec,2015-09-29,Present
A_4b4dbb,2015-09-30,Present
A_40e302,2015-10-01,Present
A_455521,2015-10-02,Present
A_651b06,2015-10-05,Present
A_a1277a,2015-10-06,Present
A_112c41,2015-10-07,Present
A_c25faa,2015-10-08,Present
A_b2eb5e,2015-10-12,Present
A_8a2728,2015-10-13,Present
A_ec395e,2015-10-14,Present
A_1fe5be,2015-10-15,Present
A_39163d,2015-10-16,Present
A_f6bfa2,2015-10-19,Present
A_c8298a,2015-10-20,Absent
A_88bf07,2015-10-21,Present
A_befba6,2015-10-22,Present
A_09fbaf,2015-10-23,Present
A_bf9fcc,2015-10-26,Present
A_c62a32,2015-10-27,Present
A_d04e53,2015-10-28,Present
A_7a81e9,2015-10-29,Present
A_711f74,2015-10-30,Present
A_625942,2015-11-02,Present
A_7eb2a7,2015-11-03,Present
A_091421,2015-11-04,Present
A_16b089,2015-11-05,Present
A_56447d,2015-11-06,Absent
A_41db1e,2015-11-09,Present
A_60adb0,2015-11-10,Present
A_0da20b,2015-11-11,Absent
A_7bedb4,2015-11-12,Present
A_77ac63,2015-11-13,Present
A_e757f3,2015-11-16,Present
A_2cbde0,2015-11-17,Present
A_8a98f8,2015-11-18,Present
A_406d30,2015-11-19,Present
A_13b9c3,2015-11-20,Present
A_a74634,2015-11-23,Present
A_b63a2b,2015-11-24,Present
A_824d3b,2015-11-25,Absent
A_de9144,2015-11-30,Present
A_8d73a8,2015-12-01,Present
A_21bcca,2015-12-02,Present
A_258df4,2015-12-03,Present
A_fe759c,2015-12-04,Present
A_a770c8,2015-12-07,Present
A_fd625f,2015-12-08,Present
A_3a4f99,2015-12-09,Present
A_d1fe2a,2015-12-10,Present
A_7c7f0d,2015-12-11,Present
A_ea4017,2015-12-14,Present
A_945f56,2015-12-15,Present
A_51579a,2015-12-16,Present
A_589b88,2015-12-17,Present
A_f7e692,2015-12-18,Present
A_4f44ec,2016-01-05,Present
A_9d2be1,2016-01-06,Present
A_2929a2,2016-01-07,Tardy
A_05eb4c,2016-01-08,Tardy
A_c9e3e9,2016-01-11,Present
A_d9af2e,2016-01-12,Present
A_32417e,2016-01-13,Present
A_3708bd,2016-01-14,Present
A_f2c586,2016-01-15,Present
A_cdf7a5,2016-01-19,Present
A_e4b6f0,2016-01-20,Present
A_b48c20,2016-01-21,Present
A_9d8330,2016-01-22,Present
A_b10929,2016-01-25,Present
A_fc46e3,2016-01-26,Present
A_ef61ea,2016-01-27,Absent
A_f224ff,2016-01-28,Present
A_c78d52,2016-01-29,Present
A_0ac964,2016-02-01,Present
A_8a96a8,2016-02-02,Present
A_306cf3,2016-02-03,Present
A_1c24c5,2016-02-04,Present
A_06e390,2016-02-05,Present
A_641e42,2016-02-08,Present
A_2be968,2016-02-09,Present
A_0cf55d,2016-02-10,Present
A_195729,2016-02-11,Present
A_c2f49f,2016-02-12,Present
A_035488,2016-02-16,Present
A_d29573,2016-02-17,Present
A_176fde,2016-02-18,Present
A_502a4e,2016-02-19,Present
A_97c269,2016-02-22,Present
A_a1b1ae,2016-02-23,Present
A_fd886d,2016-02-24,Absent
A_009705,2016-02-25,Present
A_e66cd6,2016-02-26,Present
A_1632f3,2016-02-29,Present
A_8be61e,2016-03-01,Present
A_e41d2b,2016-03-02,Present
A_0ddf7d,2016-03-03,Present
A_80ce8d,2016-03-04,Tardy
A_a19a53,2016-03-07,Present
A_a45789,2016-03-08,Present
A_a027d5,2016-03-09,Present
A_d16bac,2016-03-10,Present
A_386f1c,2016-03-11,Present
A_60aca9,2016-03-14,Present
A_d5b05b,2016-03-15,Present
A_c919e6,2016-03-16,Present
A_017016,2016-03-17,Present
A_1080eb,2016-03-18,Present
A_341577,2016-03-21,Present
A_1430cb,2016-03-22,Present
A_d8e05e,2016-03-23,Present
A_d82a8a,2016-03-24,Present
A_782ce3,2016-03-25,Present
A_0c4e62,2016-04-04,Present
A_03bbfd,2016-04-05,Absent
A_655dbf,2016-04-06,Present
A_62e2f1,2016-04-07,Present
A_a4bc59,2016-04-08,Present
A_dc9e56,2016-04-11,Present
A_12b41f,2016-04-12,Present
A_9b1957,2016-04-13,Present
A_4b3dad,2016-04-14,Present
A_3f74bd,2016-04-15,Present
A_8a2ae4,2016-04-18,Present
A_ab91aa,2016-04-19,Present
A_57556e,2016-04-20,Present
A_e3acd5,2016-04-21,Present
A_4c095e,2016-04-22,Present
A_1850e1,2016-04-25,Present
A_bdba4d,2016-04-26,Present
A_4db8be,2016-04-27,Present
A_12f236,2016-04-28,Present
A_680870,2016-04-29,Present
A_02f895,2016-05-02,Present
A_f7fd22,2016-05-03,Present
A_1ca429,2016-05-04,Present
A_6e6595,2016-05-05,Present
A_92c04c,2016-05-06,Present
A_9b7464,2016-05-09,Present
A_45bb88,2016-05-10,Present
A_630dba,2016-05-11,Present
A_3a594e,2016-05-12,Present
A_e93a63,2016-05-13,Absent
A_943a76,2016-05-16,Present
A_21611a,2016-05-17,Present
A_fef3d0,2016-05-18,Present
A_2d8261,2016-05-19,Present
A_2e19cf,2016-05-20,Present
A_686233,2016-05-23,Present
A_2c7e2c,2016-05-24,Present
A_8ac19b,2016-05-25,Present
A_1a7bef,2016-05-26,Present
A_c1f8d7,2016-05-27,Present
A_fe1e83,2016-05-31,Present
A_5c9fbd,2016-06-01,Present
A_5160a2,2016-06-02,Present
A_c706c3,2016-06-03,Present
A_0cb95c,2016-06-06,Present
A_2e3b40,2016-06-07,Present
A_dbfa45,2016-06-08,Present
A_c94b44,2016-06-09,Present
A_a2dae9,2015-08-24,Present
A_2aa84d,2015-08-25,Present
A_51af6b,2015-08-26,Present
A_2caf44,2015-08-27,Present
A_b38226,2015-08-28,Present
A_ea6411,2015-08-31,Present
A_a19380,2015-09-01,Present
A_a29939,2015-09-02,Present
A_702ffa,2015-09-03,Present
A_26aa3f,2015-09-04,Present
A_695585,2015-09-08,Present
A_a6a648,2015-09-09,Present
A_09dcab,2015-09-10,Present
A_d89002,2015-09-11,Present
A_a8fd05,2015-09-14,Present
A_6e1511,2015-09-15,Present
A_f90d49,2015-09-16,Present
A_8ac19a,2015-09-17,Present
A_9c9ce9,2015-09-18,Absent
A_cf468a,2015-09-21,Present
A_ea019d,2015-09-22,Present
A_76e1cb,2015-09-23,Present
A_8f05e0,2015-09-24,Present
A_0ed903,2015-09-25,Present
A_7ce279,2015-09-28,Present
A_738752,2015-09-29,Present
A_89b6ea,2015-09-30,Present
A_116dcc,2015-10-01,Present
A_e95f76,2015-10-02,Present
A_8ade56,2015-10-05,Present
A_2d1bd6,2015-10-06,Present
A_bb9483,2015-10-07,Present
A_152699,2015-10-08,Present
A_a068ca,2015-10-12,Present
A_3b0b5d,2015-10-13,Present
A_a891ab,2015-10-14,Absent
A_647474,2015-10-15,Present
A_05d7f6,2015-10-16,Present
A_7406ad,2015-10-19,Present
A_094bd0,2015-10-20,Present
A_5486bc,2015-10-21,Absent
A_999eb9,2015-10-22,Present
A_84c8a6,2015-10-23,Present
A_d09b40,2015-10-26,Present
A_f451f4,2015-10-27,Present
A_a32299,2015-10-28,Present
A_4d35fc,2015-10-29,Present
A_5e7053,2015-10-30,Present
A_f1eecd,2015-11-02,Absent
A_91a923,2015-11-03,Present
A_be5110,2015-11-04,Present
A_e2c084,2015-11-05,Present
A_02f3fe,2015-11-06,Present
A_dddf4d,2015-11-09,Present
A_1ed119,2015-11-10,Present
A_cfcf1d,2015-11-11,Present
A_641ff8,2015-11-12,Present
A_f28c3a,2015-11-13,Present
A_b6dbd3,2015-11-16,Absent
A_e8d676,2015-11-17,Tardy
A_9d0844,2015-11-18,Present
A_94b582,2015-11-19,Present
A_7af33a,2015-11-20,Present
A_809e0e,2015-11-23,Present
A_abe480,2015-11-24,Present
A_b21de8,2015-11-25,Present
A_7f5c36,2015-11-30,Present
A_7acc7f,2015-12-01,Present
A_b55be7,2015-12-02,Present
A_998303,2015-12-03,Present
A_f0cecd,2015-12-04,Present
A_506d58,2015-12-07,Present
A_92d837,2015-12-08,Present
A_9f03b3,2015-12-09,Present
A_05d785,2015-12-10,Present
A_49da29,2015-12-11,Present
A_fe9d5a,2015-12-14,Present
A_a8b3c9,2015-12-15,Present
A_cda235,2015-12-16,Present
A_ac2f1f,2015-12-17,Present
A_8751ae,2015-12-18,Present
A_9a6cb7,2016-01-05,Present
A_653215,2016-01-06,Tardy
A_ecff39,2016-01-07,Present
A_8e9710,2016-01-08,Absent
A_17f62d,2016-01-11,Present
A_b494ea,2016-01-12,Present
A_6ae71d,2016-01-13,Present
A_7df52f,2016-01-14,Present
A_36ce8e,2016-01-15,Present
A_5e610a,2016-01-19,Present
A_ef751d,2016-01-20,Present
A_585f48,2016-01-21,Present
A_9b0d12,2016-01-22,Absent
A_83663a,2016-01-25,Present
A_fead57,2016-01-26,Present
A_87829f,2016-01-27,Present
A_7a3d52,2016-01-28,Present
A_cd39b4,2016-01-29,Present
A_4c0947,2016-02-01,Present
A_77f150,2016-02-02,Present
A_1ff2c8,2016-02-03,Present
A_96970d,2016-02-04,Present
A_0635a8,2016-02-05,Present
A_28c337,2016-02-08,Present
A_b7c847,2016-02-09,Present
A_71b26b,2016-02-10,Present
A_69e91f,2016-02-11,Present
A_247d05,2016-02-12,Present
A_59877a,2016-02-16,Present
A_d3629b,2016-02-17,Present
A_095106,2016-02-18,Present
A_0e932b,2016-02-19,Present
A_3b975e,2016-02-22,Present
A_c6b5a5,2016-02-23,Present
A_4f6529,2016-02-24,Tardy
A_283959,2016-02-25,Present
A_e8c0a4,2016-02-26,Absent
A_fdebd8,2016-02-29,Present
A_6c30c2,2016-03-01,Present
A_23028b,2016-03-02,Present
A_c8a0c2,2016-03-03,Present
A_499eb4,2016-03-04,Present
A_e693f5,2016-03-07,Present
A_93a775,2016-03-08,Absent
A_cbd76b,2016-03-09,Present
A_5b55f0,2016-03-10,Tardy
A_818ee7,2016-03-11,Present
A_8887cf,2016-03-14,Present
A_a34ba7,2016-03-15,Present
A_4518a4,2016-03-16,Present
A_e96452,2016-03-17,Present
A_f93335,2016-03-18,Present
A_f36fec,2016-03-21,Present
A_4f784e,2016-03-22,Present
A_5100b6,2016-03-23,Present
A_c6113d,2016-03-24,Present
A_a6fed2,2016-03-25,Present
A_b99f12,2016-04-04,Present
A_a99f4c,2016-04-05,Present
A_345424,2016-04-06,Present
A_3a6605,2016-04-07,Present
A_7dd12a,2016-04-08,Present
A_40e07d,2016-04-11,Present
A_a679a1,2016-04-12,Present
A_83a972,2016-04-13,Present
A_406a61,2016-04-14,Tardy
A_eed1b5,2016-04-15,Present
A_190d0b,2016-04-18,Present
A_4b3ce2,2016-04-19,Absent
A_20d7d5,2016-04-20,Present
A_8931a2,2016-04-21,Tardy
A_c850d1,2016-04-22,Present
A_78d758,2016-04-25,Present
A_4607ab,2016-04-26,Present
A_ff6816,2016-04-27,Absent
A_991dbb,2016-04-28,Present
A_d07557,2016-04-29,Present
A_2582e7,2016-05-02,Present
A_381ee4,2016-05-03,Present
A_a9f2d0,2016-05-04,Present
A_7fd795,2016-05-05,Present
A_c986bd,2016-05-06,Present
A_d26dc4,2016-05-09,Present
A_85b91a,2016-05-10,Present
A_ffa4b9,2016-05-11,Present
A_698d6c,2016-05-12,Present
A_40a886,2016-05-13,Present
A_536eb4,2016-05-16,Present
A_d77820,2016-05-17,Present
A_e60580,2016-05-18,Present
A_7f37c7,2016-05-19,Present
A_034300,2016-05-20,Present
A_af31f8,2016-05-23,Present
A_fa871d,2016-05-24,Present
A_30e94c,2016-05-25,Present
A_9c86bf,2016-05-26,Present
A_b6f977,2016-05-27,Present
A_ca43d3,2016-05-31,Present
A_cbab00,2016-06-01,Present
A_66a6ac,2016-06-02,Present
A_9de906,2016-06-03,Present
A_0f9039,2016-06-06,Present
A_ee4bb3,2016-06-07,Present
A_673169,2016-06-08,Present
A_3adaf6,2016-06-09,Present
A_52a106,2015-08-24,Present
A_d718ea,2015-08-25,Present
A_9f4632,2015-08-26,Present
A_e6d0ff,2015-08-27,Present
A_d2dd00,2015-08-28,Present
A_edf1f7,2015-08-31,Present
A_e26dd1,2015-09-01,Present
A_f2848c,2015-09-02,Present
A_278924,2015-09-03,Present
A_4e7cd5,2015-09-04,Tardy
A_fbd037,2015-09-08,Present
A_baba53,2015-09-09,Present
A_45c81b,2015-09-10,Present
A_080db3,2015-09-11,Present
A_49453d,2015-09-14,Present
A_668e0a,2015-09-15,Present
A_d93cfb,2015-09-16,Present
A_2e6c5d,2015-09-17,Present
A_ea7f72,2015-09-18,Present
A_0cf046,2015-09-21,Present
A_16c9bc,2015-09-22,Present
A_9298cb,2015-09-23,Present
A_0e20c8,2015-09-24,Present
A_1559ec,2015-09-25,Present
A_a00797,2015-09-28,Present
A_5ee14b,2015-09-29,Present
A_14afb8,2015-09-30,Present
A_1f1967,2015-10-01,Absent
A_f41b21,2015-10-02,Present
A_ecddf6,2015-10-05,Present
A_f05f3a,2015-10-06,Present
A_0d0fae,2015-10-07,Present
A_aa55fe,2015-10-08,Present
A_d7a9fd,2015-10-12,Present
A_40eec3,2015-10-13,Present
A_a64f9e,2015-10-14,Present
A_7d68a7,2015-10-15,Present
A_842e71,2015-10-16,Present
A_53ad46,2015-10-19,Present
A_e7359b,2015-10-20,Present
A_c0fadb,2015-10-21,Present
A_d3d52a,2015-10-22,Present
A_ef3250,2015-10-23,Present
A_654fc2,2015-10-26,Present
A_c1eb87,2015-10-27,Present
A_507981,2015-10-28,Present
A_6fc2b1,2015-10-29,Absent
A_dfc54a,2015-10-30,Present
A_908d94,2015-11-02,Present
A_0ac39f,2015-11-03,Present
A_982bad,2015-11-04,Absent
A_ac1d18,2015-11-05,Present
A_a369c3,2015-11-06,Present
A_8bfe64,2015-11-09,Present
A_03cd8f,2015-11-10,Present
A_b8f76c,2015-11-11,Present
A_644614,2015-11-12,Present
A_f2f6f4,2015-11-13,Present
A_51c489,2015-11-16,Present
A_1df2ce,2015-11-17,Present
A_c63a63,2015-11-18,Present
A_4a3c00,2015-11-19,Present
A_97bdbb,2015-11-20,Present
A_df2491,2015-11-23,Present
A_bd8f60,2015-11-24,Present
A_3b4eaa,2015-11-25,Present
A_167875,2015-11-30,Present
A_440131,2015-12-01,Present
A_2cc9bb,2015-12-02,Absent
A_5c4735,2015-12-03,Present
A_0324cb,2015-12-04,Present
A_a27470,2015-12-07,Present
A_df4047,2015-12-08,Present
A_56edfe,2015-12-09,Present
A_7b78f0,2015-12-10,Present
A_632abc,2015-12-11,Present
A_f85e9e,2015-12-14,Present
A_b6a18d,2015-12-15,Present
A_9917b8,2015-12-16,Present
A_80359d,2015-12-17,Present
A_5a97ff,2015-12-18,Present
A_9acbe1,2016-01-05,Present
A_8910f2,2016-01-06,Present
A_7d3cc3,2016-01-07,Present
A_dc9ca3,2016-01-08,Present
A_330f83,2016-01-11,Present
A_6c9ada,2016-01-12,Present
A_cdb716,2016-01-13,Absent
A_2b83fe,2016-01-14,Present
A_df9b93,2016-01-15,Present
A_2bd1d1,2016-01-19,Present
A_41f2f8,2016-01-20,Present
A_9e0ef5,2016-01-21,Present
A_7ab1e1,2016-01-22,Present
A_fdbdbf,2016-01-25,Present
A_ca348c,2016-01-26,Present
A_eace73,2016-01-27,Present
A_155d08,2016-01-28,Present
A_c31e01,2016-01-29,Present
A_c53fb6,2016-02-01,Present
A_3160b1,2016-02-02,Present
A_66ea65,2016-02-03,Present
A_9da16f,2016-02-04,Present
A_799c70,2016-02-05,Present
A_26de98,2016-02-08,Present
A_bf59fd,2016-02-09,Present
A_5e26b5,2016-02-10,Present
A_06090b,2016-02-11,Absent
A_e202d3,2016-02-12,Present
A_d1fe6d,2016-02-16,Present
A_4fe772,2016-02-17,Present
A_713fc5,2016-02-18,Present
A_9e43ba,2016-02-19,Present
A_05bb24,2016-02-22,Present
A_42f556,2016-02-23,Present
A_f6d2dd,2016-02-24,Present
A_bd9d68,2016-02-25,Present
A_c6eb49,2016-02-26,Present
A_197462,2016-02-29,Present
A_4eae7f,2016-03-01,Present
A_2fb811,2016-03-02,Present
A_ef4567,2016-03-03,Present
A_006888,2016-03-04,Present
A_290924,2016-03-07,Present
A_e50a16,2016-03-08,Present
A_8acbaf,2016-03-09,Present
A_57e44d,2016-03-10,Present
A_28a8e6,2016-03-11,Present
A_81ec6c,2016-03-14,Present
A_0fbe7e,2016-03-15,Present
A_dd9970,2016-03-16,Present
A_7b7c11,2016-03-17,Present
A_fa40a6,2016-03-18,Present
A_108c4a,2016-03-21,Present
A_a3bf5a,2016-03-22,Present
A_685588,2016-03-23,Present
A_663ab4,2016-03-24,Present
A_789d61,2016-03-25,Present
A_3f3a53,2016-04-04,Present
A_f0cc26,2016-04-05,Absent
A_c2f769,2016-04-06,Present
A_e9ef09,2016-04-07,Absent
A_083b5c,2016-04-08,Present
A_ff3dfa,2016-04-11,Present
A_09ef04,2016-04-12,Present
A_9e76dc,2016-04-13,Present
A_63b827,2016-04-14,Present
A_b9759e,2016-04-15,Present
A_ecacf5,2016-04-18,Present
A_29452e,2016-04-19,Present
A_014a8a,2016-04-20,Present
A_276407,2016-04-21,Present
A_a08703,2016-04-22,Present
A_840e39,2016-04-25,Present
A_3b558c,2016-04-26,Present
A_df4002,2016-04-27,Present
A_8cbe93,2016-04-28,Present
A_f2f1ee,2016-04-29,Present
A_41ddcc,2016-05-02,Present
A_6d8dcb,2016-05-03,Present
A_730983,2016-05-04,Present
A_98a103,2016-05-05,Present
A_a09ba2,2016-05-06,Present
A_3c4cd1,2016-05-09,Present
A_c434fb,2016-05-10,Present
A_7bcfc5,2016-05-11,Present
A_49ca25,2016-05-12,Present
A_68e472,2016-05-13,Tardy
A_be7fcc,2016-05-16,Present
A_f275f7,2016-05-17,Present
A_89d525,2016-05-18,Present
A_e87007,2016-05-19,Present
A_10d5e3,2016-05-20,Present
A_f60059,2016-05-23,Present
A_ff5b80,2016-05-24,Absent
A_5e48da,2016-05-25,Present
A_0451ba,2016-05-26,Present
A_39df74,2016-05-27,Absent
A_b0fbb6,2016-05-31,Absent
A_0b1a6a,2016-06-01,Present
A_f87da7,2016-06-02,Present
A_e9ef31,2016-06-03,Present
A_4fec96,2016-06-06,Present
A_fab499,2016-06-07,Present
A_4cb60a,2016-06-08,Present
A_209e6f,2016-06-09,Present
A_6ac106,2015-08-24,Present
A_6a0243,2015-08-25,Present
A_6e4b82,2015-08-26,Present
A_054435,2015-08-27,Present
A_ea41b8,2015-08-28,Tardy
A_c7a8f1,2015-08-31,Present
A_ebd4a1,2015-09-01,Present
A_a7f51c,2015-09-02,Absent
A_15aa2c,2015-09-03,Absent
A_d61edc,2015-09-04,Present
A_0a11ad,2015-09-08,Present
A_205964,2015-09-09,Present
A_6a2fec,2015-09-10,Present
A_fc1765,2015-09-11,Present
A_e4e5d7,2015-09-14,Present
A_f41741,2015-09-15,Present
A_cd33af,2015-09-16,Present
A_f0bda1,2015-09-17,Present
A_92b349,2015-09-18,Present
A_2fe7fe,2015-09-21,Present
A_141915,2015-09-22,Present
A_f37688,2015-09-23,Present
A_5c8b98,2015-09-24,Absent
A_9a8c92,2015-09-25,Absent
A_894ab0,2015-09-28,Present
A_689729,2015-09-29,Present
A_822542,2015-09-30,Absent
A_c491e2,2015-10-01,Tardy
A_0590e7,2015-10-02,Present
A_e3829f,2015-10-05,Present
A_5d576d,2015-10-06,Present
A_8baa35,2015-10-07,Absent
A_dc5817,2015-10-08,Present
A_b8078b,2015-10-12,Present
A_3ee82b,2015-10-13,Present
A_8b9c64,2015-10-14,Absent
A_067666,2015-10-15,Present
A_e1f815,2015-10-16,Present
A_bb3235,2015-10-19,Present
A_10831b,2015-10-20,Present
A_656b1e,2015-10-21,Present
A_d4aba3,2015-10-22,Present
A_946931,2015-10-23,Present
A_974336,2015-10-26,Present
A_74518e,2015-10-27,Present
A_738b0a,2015-10-28,Present
A_b389f5,2015-10-29,Present
A_807289,2015-10-30,Present
A_409b24,2015-11-02,Present
A_00232b,2015-11-03,Present
A_519f30,2015-11-04,Present
A_a44545,2015-11-05,Present
A_2d4602,2015-11-06,Present
A_3e37ba,2015-11-09,Absent
A_12cdaa,2015-11-10,Present
A_5514a3,2015-11-11,Present
A_0b6beb,2015-11-12,Present
A_a07f84,2015-11-13,Present
A_ba069f,2015-11-16,Present
A_742d21,2015-11-17,Present
A_34689a,2015-11-18,Present
A_29bc56,2015-11-19,Absent
A_586aa3,2015-11-20,Present
A_1e3e50,2015-11-23,Present
A_48ca07,2015-11-24,Absent
A_146ceb,2015-11-25,Present
A_c9819a,2015-11-30,Present
A_928475,2015-12-01,Absent
A_f2bb09,2015-12-02,Present
A_557199,2015-12-03,Present
A_7a20e2,2015-12-04,Present
A_cd10c0,2015-12-07,Absent
A_51dfe7,2015-12-08,Present
A_6e2cb3,2015-12-09,Present
A_2138d3,2015-12-10,Absent
A_a32633,2015-12-11,Present
A_c2a0ff,2015-12-14,Present
A_ecf36c,2015-12-15,Present
A_a66798,2015-12-16,Present
A_4f5419,2015-12-17,Absent
A_5d305b,2015-12-18,Absent
A_278eef,2016-01-05,Present
A_7b6626,2016-01-06,Present
A_69ba48,2016-01-07,Present
A_2197b8,2016-01-08,Present
A_740ef2,2016-01-11,Present
A_3163d9,2016-01-12,Present
A_3bb425,2016-01-13,Present
A_90a76f,2016-01-14,Tardy
A_3aee04,2016-01-15,Present
A_5505c2,2016-01-19,Present
A_20a0ae,2016-01-20,Present
A_9741e8,2016-01-21,Present
A_621251,2016-01-22,Tardy
A_ea30ef,2016-01-25,Present
A_2c1105,2016-01-26,Absent
A_22db39,2016-01-27,Absent
A_670f23,2016-01-28,Absent
A_9ef012,2016-01-29,Present
A_928558,2016-02-01,Present
A_293a35,2016-02-02,Present
A_cc4d68,2016-02-03,Present
A_aabdc9,2016-02-04,Present
A_3ae370,2016-02-05,Present
A_5581ef,2016-02-08,Present
A_2642ed,2016-02-09,Present
A_a2141e,2016-02-10,Present
A_8ab98c,2016-02-11,Present
A_2e7911,2016-02-12,Absent
A_a4a142,2016-02-16,Present
A_b209c6,2016-02-17,Absent
